"","Table 2#4#4U# Chain-Type Price Indexes for Personal Consumption ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201"
"224","216","P1PLTG C     Purchased local transportation","P1PLTG3",12.999,13.186,13.254,13.324,13.433,13.408,13.529,13.622,13.809,13.972,14.116,14.294,14.438,14.606,14.806,14.853,14.896,15.02,15.055,15.139,15.413,15.466,15.532,15.681,15.736,15.833,15.904,15.933,16.025,16.178,16.864,17.278,17.323,17.628,17.87,18.021,18.301,18.665,18.735,19.393,19.667,19.909,20.138,20.32,21.966,22.238,22.725,23.245,23.434,23.972,24.726,24.823,25.311,25.327,25.37,25.654,25.599,25.662,25.793,25.907,26.196,26.473,26.967,27.202,27.863,28.089,29.004,30.215,30.796,31.177,31.363,31.749,32.223,32.789,33.177,33.417,33.877,34.017,34.537,35.081,35.397,36.14,37.093,38.527,39.689,41.388,44.47,45.349,46.908,48.027,52.922,54.219,54.978,55.334,55.922,56.494,56.883,57.155,57.51,57.867,59.894,60.178,60.6,60.731,61.21,61.512,62.516,63.038,65.109,65.581,66.313,66.595,67.849,68.376,68.567,69.152,70.318,70.739,71.654,71.959,72.356,72.703,73.371,73.379,75.65,76.151,77.46,78.747,80.237,80.647,81.311,81.707,84.369,84.468,85.053,85.526,86.359,86.992,87.314,87.548,87.847,88.023,88.076,88.506,88.962,89.862,90.301,91.798,95.661,99.561,100.443,100.738,100.777,101.299,101.435,101.725,100.713,100.658,99.881,98.249,98.385,98.58,98.449,99.004,99,99.418,100.352,101.229,101.911,102.459,103.569,104.054,104.478,105.394,105.55,105.725,106.343,112.352,115.894,116.637,118.222,119.445,119.917,120.239,122.025,124.146,126.219,127.5,128.542,128.959,129.586,129.713,131.041,131.504,132.212,132.737,134.427,136.399
"225","217","P1IMTG C       Mass transit systems (79)","P1IMTG3",13.191,13.3,13.409,13.405,13.593,13.684,13.786,13.921,14.201,14.301,14.398,14.616,14.726,14.857,15.08,15.086,15.171,15.344,15.289,15.319,15.51,15.609,15.638,15.769,15.768,15.94,15.991,15.957,16.031,16.114,17.015,17.548,17.549,17.769,18.024,18.158,18.501,18.837,18.847,19.745,20.062,20.458,20.755,20.802,23.264,23.594,24.22,25.002,25.179,25.582,25.844,25.844,26.598,26.57,26.7,27.022,26.735,26.692,26.721,26.468,26.36,26.367,26.432,26.062,26.453,26.466,28.069,30.12,30.687,31.006,31.06,31.204,31.635,31.937,32.164,32.167,32.196,32.29,32.781,33.387,33.635,34.091,34.697,35.722,36.781,37.899,42.052,43.047,45.051,45.908,52.446,53.97,54.608,54.998,55.66,56.379,56.925,57.263,57.735,58.014,60.801,61.139,61.66,61.79,62.097,62.303,63.743,64.228,67.186,67.787,68.71,68.968,69.412,69.974,70.15,70.315,70.737,70.945,71.842,72.167,72.513,73.002,73.898,73.775,76.962,77.462,78.245,78.833,79.757,80.409,81.344,81.917,84.954,85.158,85.535,85.803,86.749,87.398,87.721,88.045,88.301,88.49,88.43,88.845,89.355,90.46,90.952,92.818,96.796,99.69,100.582,100.725,100.449,100.837,101.054,101.501,100.727,100.675,99.897,98.263,98.387,98.579,98.444,98.997,98.996,99.415,100.349,101.228,101.914,102.463,103.572,104.057,104.476,105.394,105.552,105.729,106.37,112.388,115.931,116.668,118.232,119.441,119.9,120.213,122.007,124.129,126.204,127.486,128.531,128.95,129.579,129.707,131.037,131.501,132.209,132.734,134.428,136.396
"226","218","P1TAXG C       Taxicab (80)","P1TAXG3",13.556,13.95,13.928,14.176,14.115,13.824,13.999,13.996,13.969,14.302,14.576,14.668,14.911,15.188,15.343,15.496,15.434,15.446,15.705,15.93,16.442,16.38,16.549,16.759,16.962,16.874,17,17.189,17.327,17.665,17.87,18.029,18.205,18.746,18.978,19.176,19.321,19.764,19.95,20.215,20.442,20.434,20.567,20.979,21.486,21.692,22.016,22.217,22.434,23.172,24.57,24.788,24.986,25.052,25.001,25.258,25.465,25.651,25.9,26.447,27.24,27.872,28.928,29.93,30.931,31.412,31.551,31.848,32.506,32.989,33.335,34.003,34.53,35.417,36.013,36.544,37.567,37.793,38.392,38.88,39.286,40.515,42.093,44.309,45.775,48.618,49.746,50.412,51.005,52.625,53.981,54.699,55.623,55.818,56.162,56.338,56.418,56.56,56.684,57.198,57.78,57.962,58.212,58.343,59.095,59.542,59.854,60.421,61.086,61.341,61.745,62.055,64.713,65.165,65.369,66.742,69.374,70.236,71.182,71.438,71.963,71.988,72.138,72.426,72.676,73.176,75.593,78.466,81.329,81.216,81.266,81.247,82.971,82.796,83.885,84.841,85.396,85.983,86.302,86.314,86.733,86.883,87.227,87.701,88.034,88.457,88.769,89.392,92.963,99.266,100.109,100.759,101.545,102.395,102.34,102.267,100.734,100.683,99.909,98.27,98.394,98.584,98.452,99.004,99.005,99.424,100.358,101.234,101.922,102.469,103.582,104.062,104.487,105.4,105.559,105.736,106.371,112.387,115.937,116.675,118.23,119.443,119.912,120.231,122.018,124.136,126.209,127.495,128.54,128.958,129.587,129.715,131.044,131.508,132.217,132.743,134.421,136.404
"227","219","P1PITG C     Purchased intercity transportation","P1PITG3",19.844,19.984,20.259,20.546,20.794,21.068,21.298,21.538,21.709,21.927,22.105,22.273,22.722,23.055,22.883,22.481,22.128,21.898,21.53,21.449,21.711,21.686,21.757,21.852,21.857,21.897,21.956,22.014,22.067,22.05,22.094,22.195,22.208,22.258,22.372,22.458,22.674,22.859,23.072,23.109,23.541,24.536,24.92,25.263,26.021,26.041,26.464,27.26,27.656,28.299,29.09,29.154,29.191,29.14,29.292,29.597,29.779,30.112,30.591,31.332,31.811,32.789,33.363,34.306,34.95,36.044,36.784,37.339,37.991,38.89,39.822,40.354,40.874,41.631,42.197,42.801,43.627,43.613,43.829,43.585,43.326,44.544,46.951,52.723,57.154,59.679,63.52,67.499,71.99,72.873,74.1,73.431,72.241,73.075,74.357,72.216,69.337,73.686,77.565,78.508,80.613,79.866,75.521,77.341,78.904,78.18,77.684,76.318,72.56,71.868,69.785,71.725,72.766,72.66,76.002,77.98,78.286,79.449,80.719,81.413,85.935,85.836,83.577,83.293,85.66,88.151,88.054,89.827,87.155,85.802,87.517,87.811,90.473,87.475,83.54,91.12,94.168,92.819,93.659,93.463,92.326,91.143,90.306,87.113,86.694,92.192,94.118,92.548,86.018,87.923,88.408,92.292,90.931,92.072,93.034,95.67,95.389,94.024,95.031,93.626,93.98,95.368,95.475,96.501,97.838,99.859,100.506,101.797,98.632,96.235,92.339,89.853,87.115,88.397,86.17,86.56,87.335,88.033,89.899,90.314,89.628,87.526,87.203,86.514,86.699,88.302,89.528,93.378,94.849,96.026,96.364,93.376,93.59,94.771,96.696,99.646,100.931,106.121
"228","220","P1IRRG C       Railway (82)","P1IRRG3",13.629,13.629,13.738,13.785,13.785,13.785,13.992,14.164,14.216,14.226,14.439,14.524,14.562,14.581,14.581,14.239,14.07,14.07,14.07,14.07,14.079,14.107,14.126,14.126,14.131,14.141,14.141,14.141,14.131,14.126,14.126,14.126,14.141,14.141,14.179,14.338,14.425,14.425,14.453,14.548,14.858,15.443,15.481,15.626,15.963,16.334,16.788,17.688,17.8,17.985,18.11,18.168,18.165,17.831,17.417,17.333,17.362,17.4,17.447,17.629,18.035,18.682,19.881,20.174,21.225,21.403,21.64,21.814,22.626,23.306,23.989,24.064,24.272,25.234,26.443,26.685,27.079,27.445,28.585,27.508,27.785,29.167,31.155,32.588,33.724,35.169,36.287,37.005,39.29,41.505,43.308,45.166,44.834,47.746,48.102,49.134,50.011,50.099,51.661,52.157,53.09,53.467,54.288,54.645,55.468,55.301,55.892,56.607,57.868,58.567,60.3,59.846,60.807,62.157,64.647,62.027,62.692,64.931,68.756,67.112,70.616,73.612,74.885,74.095,75.16,76.484,77.397,75.582,75.24,78.703,79.776,79.638,78.854,79.293,80.025,79.295,79.539,80.566,81.345,80.925,80.945,81.216,81.589,81.864,82.654,84.464,86.677,89.454,90.254,91.463,91.877,91.854,91.287,90.746,91.284,91.768,92.293,92.706,93.615,95.27,94.775,96.978,98.047,98.064,98.623,99.534,99.685,102.074,104.615,104.849,105.152,104.86,106.941,109.033,109.498,109.702,109.946,110.285,106.412,104.263,98.351,98.987,107.352,90.496,91.078,96.412,109.817,101.178,103.769,107.542,115.407,104.949,102.924,104.864,113.768,101.814,101.875,105.042
"229","221","P1IBUG C       Bus (83)","P1IBUG3",12.945,13.127,13.373,13.608,13.875,13.842,13.926,13.931,13.846,13.702,13.66,13.696,13.909,13.997,13.941,14.006,14.05,14.268,14.25,14.253,14.22,14.235,14.372,14.57,14.633,14.633,14.717,14.827,14.995,15.09,15.147,15.189,15.461,15.738,15.833,15.812,16.216,16.562,16.63,16.703,16.776,17.051,17.655,18.086,18.207,18.349,18.601,19.305,20.344,20.647,21.044,21.37,21.469,21.859,22.335,22.433,22.665,22.797,22.933,23.206,24.137,25.018,25.37,26.716,27.893,28.464,30.273,30.273,30.273,30.273,30.827,32.384,33.196,34.19,36.497,36.518,37.068,37.666,38.028,38.299,38.685,39.472,41.379,43.903,45.26,46.048,46.976,48.48,49.58,52.392,54.62,57.036,57.558,57.457,58.034,58.79,60.51,62.883,64.547,64.907,67.126,67.309,69.273,70.602,71.8,71.7,74.14,75.693,79.425,81.566,81.502,80.833,80.437,79.447,78.569,79.27,79.373,81.822,83.658,84.769,84.217,84.594,85.949,84.193,83.925,84.171,87.408,90.509,91.177,89.299,90.583,92.175,92.561,94.376,91.377,90.65,91.558,90.209,90.399,85.285,90.904,91.42,88.304,86.582,86.135,86.492,87.265,86.358,87.908,89.879,88.169,86.916,86.449,88.169,89.388,90.353,91.307,92.679,95.016,94.735,94.372,94.96,96.697,96.343,97.097,99.32,101.676,102.09,102.92,103.818,103.188,103.15,103.48,105.283,108.563,109.071,109.601,109.824,110.645,111.97,112.614,114.051,117.088,115.754,116.374,117.198,118.859,123.197,125.333,126.006,128.634,130.288,128.767,126.962,127.515,130.787,133.504,134.85
"230","222","P1IAIG C       Airline (84)","P1IAIG3",21.837,21.959,22.262,22.685,23.047,23.683,23.955,24.287,24.681,25.226,25.497,25.741,26.467,27.07,26.768,26.131,25.496,24.952,24.287,24.107,24.59,24.529,24.56,24.62,24.59,24.65,24.711,24.772,24.74,24.681,24.712,24.83,24.711,24.681,24.802,24.893,25.045,25.195,25.468,25.468,25.984,27.255,27.615,27.947,28.943,28.855,29.34,30.158,30.395,31.183,32.152,32.151,32.182,32.061,32.183,32.576,32.757,33.151,33.756,34.659,35.056,36.115,36.658,37.624,38.11,39.452,40.076,40.743,41.468,42.558,43.616,44.039,44.551,45.339,45.673,46.423,47.385,47.274,47.457,47.133,46.707,48.091,50.764,57.685,63.119,66.146,70.687,75.44,80.879,81.212,81.825,80.258,78.545,79.458,80.938,77.805,73.723,79.021,83.753,84.84,87.111,86.053,80.143,82.265,84.024,83.068,82.102,80.095,74.978,73.949,71.316,73.648,74.785,74.707,78.789,81.269,81.699,82.842,84.146,84.909,90.708,90.213,86.927,86.732,89.592,92.041,91.341,92.91,89.178,88.275,90.209,90.7,94.128,89.802,85.104,94.494,98.07,95.732,96.316,96.087,93.778,92.946,91.869,88.328,87.239,93.653,96.3,94.684,85.696,87.683,88.146,92.821,91.472,92.831,94.345,97.39,96.585,94.911,95.914,94.203,94.18,95.738,95.757,96.323,97.927,99.931,100.249,101.866,97.349,94.396,89.239,86.389,82.929,84.493,81.74,82.289,83.107,83.703,85.926,86.42,85.625,83.06,82.702,81.743,81.909,83.175,84.073,88.579,90.146,91.276,91.16,88.05,88.127,89.667,91.742,94.88,95.855,101.378
"231","223","P1TROG C       Other (85)","P1TROG3",12.195,12.637,12.937,12.87,12.727,12.7,12.728,13.241,13.121,13.254,13.142,13.385,13.647,13.647,13.647,13.647,13.883,13.696,13.551,13.859,13.904,13.743,13.922,14.008,14.076,14.163,14.183,13.997,14.619,14.498,14.689,15.096,15.259,15.213,15.374,15.557,15.794,15.938,16.183,16.314,16.753,16.944,17.269,17.678,18.122,18.565,18.632,18.957,19.151,19.396,19.739,19.823,19.946,19.957,20.261,20.425,20.571,20.895,21.134,21.639,22.123,22.703,23.352,23.877,24.585,24.81,25.218,25.768,26.484,26.965,27.362,27.85,28.346,28.464,28.826,29.035,29.294,29.336,29.399,29.592,29.768,30.132,31.326,33.649,35.652,37.119,40.437,42.867,44.772,46.301,50.354,51.271,51.755,52.651,53.691,54.596,54.516,55.179,55.803,56.389,57.602,58.11,59.339,59.585,60.052,60.461,61.313,62.399,63.631,63.982,64.567,65.172,66.128,65.845,66.036,66.122,65.675,66.202,66.636,67.251,67.313,68.703,69.978,69.831,70.821,74.322,75.953,78.813,79.351,75.472,76.609,75.903,76.929,77.404,75.713,79.505,81.131,83.175,85.147,86.591,88.091,85.05,85.633,83.017,84.898,88.555,88.037,86.11,86.081,87.683,88.866,91.421,89.845,90.099,88.832,90.507,91.867,90.802,91.415,90.764,92.858,93.715,93.716,97.231,97.944,99.956,101.389,100.837,101.271,100.152,101.077,99.629,99.608,99.803,98.356,98.134,98.516,99.729,100.646,100.663,100.631,99.642,98.277,99.901,100.137,103.128,104.974,106.519,107.203,108.43,109.828,107.1,108.427,108.545,109.543,112.69,115.151,119.7
"232","224","P1TMDG B   Medical care","P1TMDG3",9.541,9.627,9.707,9.832,9.833,9.992,10.123,10.228,10.258,10.28,10.354,10.423,10.498,10.585,10.634,10.695,10.744,10.787,10.88,10.942,11.043,11.125,11.211,11.316,11.405,11.502,11.593,11.687,11.821,11.981,12.171,12.38,12.53,12.682,12.898,13.129,13.394,13.645,13.88,14.103,14.302,14.568,14.779,15.038,15.294,15.603,15.84,16.091,16.296,16.544,16.807,17.029,17.27,17.412,17.631,17.769,17.883,18.141,18.383,18.664,19.017,19.492,20.088,20.655,21.113,21.595,22.066,22.713,23.142,23.459,24.135,24.73,25.203,25.947,26.539,26.913,27.572,28.189,28.823,29.419,30.073,30.545,30.899,31.688,32.679,33.604,34.455,35.428,36.494,37.456,38.664,39.826,40.842,41.662,42.699,43.466,44.42,45.201,46.052,46.952,47.939,48.798,49.43,50.059,50.752,51.312,51.789,52.234,52.717,53.166,53.542,54.063,54.42,55.242,56.095,56.931,58.036,59.301,60.512,61.698,63.052,64.233,65.476,66.663,67.909,69.102,70.34,71.494,72.37,73.378,74.307,75.33,76.355,77.34,78.347,79.301,80.23,81.163,81.989,82.706,83.618,84.398,85.289,86.205,87.129,87.719,88.282,88.968,89.418,90.095,90.632,91.283,91.79,92.387,92.917,93.305,93.977,94.775,95.245,95.699,96.303,96.835,97.459,98.147,98.762,99.524,100.478,101.236,102.48,103.329,103.954,104.592,105.034,105.64,106.445,107.361,108.302,109.586,110.76,111.924,113.24,114.311,115.217,116.068,117.23,118.128,118.997,120.096,120.63,121.626,122.738,123.552,125.315,126.049,126.962,128.078,128.364,129.127
"233","225","P1PHYG C     Physicians (47)","P1PHYG3",9.321,9.449,9.502,9.556,9.596,9.636,9.729,9.793,9.815,9.86,9.953,10.031,10.1,10.167,10.226,10.308,10.359,10.412,10.458,10.506,10.575,10.669,10.77,10.85,10.933,11.015,11.106,11.232,11.397,11.627,11.878,12.11,12.299,12.481,12.646,12.839,13.002,13.159,13.317,13.546,13.845,14.131,14.355,14.598,14.841,15.145,15.412,15.692,15.959,16.226,16.434,16.586,16.688,16.773,16.845,16.984,17.115,17.235,17.4,17.654,17.993,18.579,19.363,19.947,20.491,20.98,21.457,22.169,22.86,23.449,23.979,24.512,24.973,25.637,26.165,26.693,27.177,27.647,28.238,28.952,29.596,30.163,30.953,31.636,32.522,33.487,34.202,35.046,36.005,36.968,38.008,39.144,39.842,40.617,41.49,42.283,43.131,43.868,44.615,45.459,46.361,47.071,47.674,48.288,48.865,49.628,50.533,51.366,52.2,53.226,54.167,55.341,56.221,57.196,58.242,59.082,60.185,61.285,62.429,63.414,64.857,65.778,66.892,67.955,69.132,70.602,71.811,73.004,73.887,74.71,75.788,76.965,78.256,79.549,80.653,81.83,82.892,84.055,85.158,86.087,87.63,88.346,88.991,90.103,91.531,92.141,92.596,92.763,92.415,92.743,92.978,93.485,93.587,93.892,94.484,94.637,95.307,95.906,96.392,97.026,97.518,97.95,98.644,99.041,99.439,99.848,100.116,100.567,102.362,102.783,102.836,103.367,102.444,102.532,102.857,103.159,102.829,104.188,104.925,105.297,106.188,106.435,106.632,106.931,107.597,108.112,108.598,109.103,108.501,108.968,109.718,110.111,113.29,113.469,114.042,114.054,113.111,113.275
"234","226","P1DENG C     Dentists (48)","P1DENG3",10.2,10.246,10.316,10.385,10.455,10.455,10.525,10.525,10.525,10.525,10.525,10.618,10.711,10.804,10.897,10.989,11.059,11.105,11.199,11.222,11.338,11.385,11.454,11.594,11.71,11.803,11.872,11.919,11.989,12.105,12.268,12.43,12.593,12.709,12.871,13.104,13.29,13.406,13.592,13.754,14.033,14.428,14.591,14.823,14.916,15.171,15.404,15.636,15.915,16.17,16.38,16.612,16.751,16.891,16.984,17.077,17.217,17.379,17.565,17.75,18.03,18.447,19.096,19.565,20.119,20.608,20.981,21.258,21.56,21.91,22.235,22.653,23.072,23.444,24.001,24.397,24.745,25.115,25.579,26.115,26.81,27.229,27.693,28.339,29.57,30.6,31.137,31.784,32.413,33.11,34.478,34.92,35.501,36.175,36.663,37.011,37.592,38.243,39.219,40.031,40.845,41.519,42.239,43.075,43.703,44.284,44.865,45.422,46.049,46.77,47.374,47.978,48.839,49.93,50.766,51.393,52.444,53.25,54.019,54.736,55.71,56.579,57.224,58.042,59.278,60.095,61.12,61.941,63.259,64.337,65.821,66.879,67.883,68.718,70.019,70.892,71.721,72.784,73.383,73.963,74.801,75.998,76.835,77.878,78.983,79.576,80.433,81.281,82.143,83.124,84.34,85.414,86.345,87.223,88.045,88.93,89.885,90.785,91.825,92.938,94.151,95.105,96.085,97.22,98.418,99.512,100.517,101.511,102.687,103.525,104.531,105.55,106.943,108.335,109.302,110.346,111.004,112.499,113.918,115.182,116.523,117.774,119.604,120.945,123.072,124.826,125.884,127.652,129.289,131.301,132.693,134.266,136.076,137.215,139.581,141.832,144.018,145.219
"235","227","P1OPSG C     Other professional services (49)","P1OPSG3",11.863,12.053,12.107,12.216,12.241,12.294,12.431,12.515,12.541,12.596,12.732,12.813,12.922,13.004,13.113,13.195,13.275,13.356,13.384,13.466,13.495,13.631,13.686,13.849,13.927,14.09,14.172,14.336,14.556,14.853,15.176,15.44,15.687,15.873,16.143,16.369,16.624,16.826,17.049,17.316,17.58,17.952,18.248,18.579,18.884,19.327,19.661,20.038,20.314,20.637,20.906,21.123,21.244,21.33,21.412,21.576,21.873,22.062,22.222,22.515,22.938,23.719,24.675,25.414,26.151,26.839,27.502,28.348,29.229,29.958,30.579,31.283,31.969,32.838,33.462,34.03,34.674,35.271,35.758,36.793,37.233,37.724,38.353,38.897,40.416,41.887,43.113,43.957,44.645,45.733,47.065,47.824,48.436,49.038,49.772,50.375,51.557,52.074,52.646,53.38,54.204,54.69,54.85,55.317,57.372,58.003,58.791,60.146,61.006,61.814,62,62.161,62.768,63.409,63.898,64.706,65.793,67.275,67.794,68.449,69.404,70.294,71.542,72.268,73.109,74.024,75.309,75.885,76.814,77.976,78.714,79.818,80.718,81.071,81.517,82.414,82.793,83.594,84.423,84.921,85.792,86.836,87.695,88.409,88.751,89.035,88.916,89.246,89.646,90.047,90.811,91.626,92.759,93.828,94.369,94.849,95.476,96.124,96.164,96.616,96.951,97.215,97.56,98.323,99.038,99.303,100.591,101.068,101.952,102.939,103.801,104.343,104.763,105.513,105.935,106.543,107.084,107.297,107.821,108.964,109.425,110.263,110.789,111.156,112.277,112.782,113.171,113.745,114.126,114.812,115.692,116.119,117.066,117.666,118.189,119.125,119.908,120.861
"236","228","P1HHCG D       Home health care","P1HHCG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.286,61.893,62.373,63.165,64.203,65.685,66.206,66.858,67.826,68.832,69.99,70.573,71.491,72.504,73.694,74.118,75.022,76.176,76.936,78.052,78.956,79.275,79.679,80.627,81.009,81.798,82.622,83.128,84.073,85.102,85.948,86.633,86.91,87.1,86.744,87.178,87.587,88.038,88.818,89.71,91.41,93.016,93.346,94.212,95.096,95.744,95.757,95.783,95.547,96.007,96.394,97.682,99.689,99.058,100.635,100.635,101.196,102.412,102.886,103.965,104.087,104.929,105.815,104.296,104.771,104.429,104.622,106.494,107.128,107.457,107.687,107.894,108.269,108.438,108.747,109.051,108.826,109.249,109.528,109.734,110.45,110.924,111.43,112.408,112.35,112.54
"237","229","P1MLBG D       Medical laboratories","P1MLBG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.351,65.989,66.505,67.351,68.462,70.037,70.586,71.277,72.321,73.385,74.622,75.245,76.218,77.308,78.559,79.022,79.989,81.217,82.024,83.215,84.18,84.522,84.946,85.965,86.373,87.205,88.09,88.626,89.638,90.736,91.637,92.366,93.978,95.568,98.026,97.174,97.457,97.361,97.432,97.429,97.927,98.204,98.265,98.265,98.328,98.542,98.481,98.45,98.326,98.2,97.615,97.679,98.477,98.962,100.16,102.23,103.041,103.254,103.965,104.427,104.981,105.352,105.537,105.753,106.246,106.925,106.955,107.667,108.187,108.044,108.179,108.253,111.763,112.258,112.316,112.411,112.169,112.456,112.496,112.534,115.185,115.507,115.869,115.785,115.66,115.417
"238","230","P1EEXG D       Eye examinations","P1EEXG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.27,69.538,70.268,70.773,72.051,73.014,73.602,74.015,74.657,75.099,75.942,76.512,77.145,78.334,79.611,80.094,80.652,81.653,82.249,82.736,84.557,84.925,85.261,85.765,86.949,87.087,87.609,87.631,88.094,88.365,89.254,90.293,90.84,90.875,92.217,92.437,92.831,92.855,93.061,93.39,93.925,94.304,94.753,94.855,95.488,96.576,96.432,96.358,95.801,97.091,97.36,98.317,99.072,99.227,100.362,101.32,102.345,103.08,103.593,104.038,104.216,104.127,103.859,103.77,104.038,104.375,104.418,104.754,105.785,106.191,106.848,106.675,107.609,108.591,108.629,111.215,111.647,111.921,112.295,113.236,114.554,114.711,114.693,114.46,116.52,117.783
"239","231","P1OMDG D       All other professional medical services","P1OMDG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.889,63.509,63.979,64.794,65.869,67.358,67.867,68.535,69.52,70.366,71.67,72.464,73.22,74.045,75.371,76.038,77.035,78.22,78.964,80.091,80.929,81.299,81.771,82.645,82.979,83.814,84.651,85.165,86.002,87.089,87.951,88.669,88.881,89.072,88.71,89.121,89.518,89.965,90.83,91.725,92.636,93.537,94.273,94.627,95.203,95.895,95.978,96.757,97.5,97.665,98.139,98.735,98.796,99.474,100.647,101.039,102.072,103.103,104.195,104.504,105.06,105.884,106.173,107.905,108.502,108.894,109.697,110.604,110.933,112.231,112.972,113.508,114.58,115.239,115.754,116.455,117.279,118.207,119.609,120.207,120.919,121.668,122.261,123.44,124.832,126.467
